anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes),N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_EXCLUS_RESIDENCIAL,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_VAGOS_TOTAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_VEND_ARRE,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OUTR_MOTIVOS,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_INDIVIDUOS,N_INDIVIDUOS_0A14,N_INDIVIDUOS_15A24,N_INDIVIDUOS_25A64,N_INDIVIDUOS_65_OU_MAIS,N_INDIVIDUO_ENSINCOMP_NENHUM,N_INDIVIDUO_ENSINCOMP_1BAS,N_INDIVIDUO_ENSINCOMP_2BAS,N_INDIVIDUO_ENSINCOMP_3BAS,N_INDIVIDUO_ENSINCOMP_SEC_E_POSSEC,N_INDIVIDUO_ENSINCOMP_SUP,N_INDIVIDUOS_COM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_SEM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_EMPREGADOS,N_INDIVIDUOS_DESEMPREGADOS_1EMP,N_INDIVIDUOS_DESEMPREGADOS_NOVOEMP,N_INDIVIDUOS_REFORMADOS,N_INDIVIDUOS_NAC_ESTRANGEIRA,RENDA BRUTA ANUAL 
Apartamento T2 para arrendamento,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,72.0,1800,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
Apartamento t2,Apartamento,151301,SINES,SINES,SETUBAL,105.0,1150,3096,639,129,3841,7381,859,425,434,3731,1123,13107,1887,1260,7068,2892,1820,2694,1400,2344,3210,1639,6343,6764,5815,40,488,2574,816,10013.0
Moradia T1 rústica com espaço exterior e árvores  de frutos,Moradia,30923,SAO JOAO DE REI,POVOA DE LANHOSO,BRAGA,95.0,575,220,7,0,227,229,41,11,30,104,10,365,43,38,211,73,43,93,64,64,70,31,167,198,164,0,3,75,3,6382.0
Apartamento T1 para arrendamento,Apartamento,110608,BENFICA,LISBOA,LISBOA,23.43,1000,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
T3 ENTRONCAMENTO 850€,Apartamento,141002,NOSSA SENHORA DE FATIMA,ENTRONCAMENTO,SANTAREM,112.0,850,1764,498,359,2606,6409,807,267,540,3854,970,12849,2012,1476,7114,2247,1720,1800,1242,2214,3440,2433,6108,6741,5757,42,309,2363,731,9678.0
Apartamento T4 com muito charme no Príncipe Real,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,113.75,3900,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
"Moradia T4 mais escritório , Fraião",Moradia,30377,NOGUEIRA,BRAGA,BRAGA,200.0,2000,907,1568,229,2685,6313,371,195,176,4035,1189,15015,2571,1508,8690,2246,2016,1827,1158,1780,2996,5238,7973,7042,7519,22,432,2255,654,9164.0
Apartamento T2 em Lisboa,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,136.0,3900,436,879,663,1257,7718,2415,1377,1038,1101,3134,10051,875,853,6296,2027,1349,1671,775,1389,2307,2560,5284,4767,4566,64,654,1926,3345,13415.0
Apartamento novo com 130m2 e a estrear no condomínio Conde de Lima,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,130.0,3850,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Apartamento em frente ao Casino Estoril . ( CF ),Apartamento,110508,CASCAIS,CASCAIS,LISBOA,110.0,3800,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Conforto em 130 m2, com vistas fabulosas, em Santos",Apartamento,110660,ESTRELA,LISBOA,LISBOA,130.0,3800,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
T2 no Chiado,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,150.0,2000,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,31.0,1250,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartamento em frente ao Casino Estoril ( ALM ),Apartamento,110508,CASCAIS,CASCAIS,LISBOA,110.0,3800,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
T3 vista panoramica e boas areas S. João Estoril remodelado equipado,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,150.0,1750,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia T5 para arrendamento,Moradia,111128,SINTRA,SINTRA,LISBOA,225.0,3800,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,41.0,1520,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,41.0,1510,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartamento T4 para arrendamento,Apartamento,110658,BELEM,LISBOA,LISBOA,192.0,3800,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,36.0,1250,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
"Moradia T3 com piscina, no Bom Sucesso Resort, Óbidos",Moradia,101207,VAU,OBIDOS,LEIRIA,185.0,3800,1349,23,0,1372,1479,169,119,50,321,29,936,100,76,487,273,127,278,101,132,177,121,380,556,356,0,24,264,71,8070.0
Arrendo moradia T4,Moradia,160752,ARCA,PONTE DE LIMA,VIANA DO CASTELO,300.0,1000,542,380,52,950,2226,222,90,132,845,561,3925,484,449,2097,895,537,624,345,634,934,851,1907,2018,1787,14,106,876,128,7103.0
Furnished Apartment with views in Chiado,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,169.0,3790,436,879,663,1257,7718,2415,1377,1038,1101,3134,10051,875,853,6296,2027,1349,1671,775,1389,2307,2560,5284,4767,4566,64,654,1926,3345,13415.0
Aluga-se T1/0 em Gaia,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,45.0,800,4498,2028,1036,7441,26319,2459,1186,1273,14300,6744,52844,5888,5499,29026,12431,5322,9138,5020,8156,12599,12609,25726,27118,22684,290,2752,12078,2965,8928.0
Apartamento Loft 24 T1 com terraço,Apartamento,110660,ESTRELA,LISBOA,LISBOA,105.0,2100,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
"Apartamento, 140 m², Cascais e Estoril",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,140.0,3750,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T2 para arrendamento,Apartamento,30884,OLIVEIRA,GUIMARAES,BRAGA,111.4,1100,699,706,187,1561,4246,590,351,239,1471,1625,7830,713,730,4034,2353,756,1724,726,1146,1671,1807,3497,4333,3119,33,345,2445,319,8320.0
Apartamento T4 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,173.0,3750,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T4 Moderno para arrendamento na RESTELO,Apartamento,110658,BELEM,LISBOA,LISBOA,210.0,3750,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Moradia T4 para arrendamento,Moradia,150203,SAO FRANCISCO,ALCOCHETE,SETUBAL,168.0,3750,450,291,36,776,1082,81,16,65,698,172,2571,497,320,1383,371,377,365,232,341,582,674,1306,1265,1243,6,57,367,110,10522.0
Belas Clube de Campo - Apartamento Arrendamento,Apartamento,111126,QUELUZ,SINTRA,LISBOA,217.0,3750,2509,1305,1215,4936,25004,2584,1095,1489,13939,5648,52414,7677,6376,29235,9126,6486,7944,5265,9231,14218,9270,26442,25972,23910,258,2274,8828,5264,9057.0
Apartamento T4 para arrendamento no Restelo.,Apartamento,110658,BELEM,LISBOA,LISBOA,197.0,3700,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Apartamento T3 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,143.0,3700,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento t2+1,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,79.0,1950,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
T2 C/Terraço,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,93.0,1250,4323,859,307,5446,13763,1005,478,527,7724,2873,28054,3788,2834,15727,5705,3257,5621,2949,4267,6326,5634,13712,14342,12217,150,1345,5700,986,8928.0
apatrtamento T1 perto do metro S. joão 2 meses para arrendamento,Apartamento,131210,PARANHOS,PORTO,PORTO,35.0,600,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
T1 Malveira - Rua 1º de Maio - novo a estrear com lugar de garagem,Apartamento,110921,MALVEIRA,MAFRA,LISBOA,60.0,800,1447,323,82,1831,4330,406,192,214,2459,1046,9647,1701,1063,5430,1453,1351,1375,1004,1592,2399,1926,5049,4598,4721,19,309,1371,669,9599.0
"Apartamento T4 de sonho, no Restelo. Vista rio!",Apartamento,110658,BELEM,LISBOA,LISBOA,196.0,3700,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
"Fantástico T3 para arrendar no Lisbon Stone Block , Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,142.0,3700,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Moradia T4 para arrendamento,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,218.0,3700,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
"Apartamento T3 com piscina, no Garrão, Almancil, Algarve",Apartamento,80801,ALMANCIL,LOULE,FARO,139.0,3700,6683,961,12,7562,10358,1659,1260,399,2493,1401,11291,1612,1108,6165,2406,1902,2195,1083,2105,2728,1278,5375,5916,4759,52,564,2174,2453,8677.0
T2 flat for rent in rua Bernardo Lima,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,106.0,3700,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
ARRENDAMENTO T4- EDIFÍCIO COMENDADOR (Leiria),Apartamento,100933,LEIRIA,LEIRIA,LEIRIA,278.0,3600,5435,1954,695,7950,19307,2145,1135,1010,9307,4407,34644,4981,3775,19336,6552,4285,4589,2806,5169,8091,9704,17969,16675,16989,85,895,6283,2628,9373.0
Arrendamento . Moradia T5 isolada em Sintra,Moradia,111128,SINTRA,SINTRA,LISBOA,160.0,3600,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
Apartamento T3 remodelado a estrear na Avenida General Roçadas,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,82.0,1600,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T2 na Avenida General Roçadas totalmente remodelado e a es,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,78.0,1400,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T3 - Arrendamento - Mira de Aire,Apartamento,101608,MIRA DE AIRE,PORTO DE MOS,LEIRIA,104.0,700,1339,153,4,1494,2227,321,112,209,1015,374,3482,404,355,1769,954,469,848,391,644,735,395,1577,1905,1461,10,106,998,235,8122.0
T1 remodelado em Pontinha,Apartamento,111608,PONTINHA,ODIVELAS,LISBOA,58.0,850,3938,2173,235,6235,17372,1802,930,872,8376,4712,35111,5071,3665,18808,7567,4809,7523,3501,5677,8096,5505,16684,18427,15204,153,1327,7396,3164,9657.0
Apartamento T2 para arrendamento,Apartamento,111513,AGUAS LIVRES,AMADORA,LISBOA,80.0,900,1050,910,803,2555,20319,2081,962,1119,10365,5312,37607,5256,3723,19640,8988,5103,6982,3459,6282,9207,6574,17951,19656,16132,190,1629,8544,5225,9078.0
T3 no Empreendimento Del Rey Residence com parqueamento e arrecadação,Apartamento,110119,ALENQUER,ALENQUER,LISBOA,84.0,1200,2669,701,181,3528,5894,773,428,345,3451,851,12026,1973,1393,6570,2090,1630,2022,1200,2017,3092,2065,6108,5918,5775,19,314,2087,493,8463.0
Apartamento T1 para arrendamento situado bem no coração d...,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,41.0,1500,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
T1 MOBILADO na Paiva Couceiro (Penha de França),Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,45.0,1400,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Moradia T4 C/Piscina Cerro Azul ao ano,Moradia,81006,MONCARAPACHO,OLHAO,FARO,220.0,3600,5255,257,29,5503,6804,953,559,394,2755,591,9267,1073,841,4529,2824,1328,2283,996,1571,1966,1123,3698,5569,3364,23,311,2693,1142,7570.0
Moradia T5 para arrendamento,Moradia,150804,QUINTA DO ANJO,PALMELA,SETUBAL,250.0,3600,5519,343,2,5856,7767,915,425,490,4144,940,14262,2245,1560,7710,2747,1948,2332,1245,2237,3619,2881,6917,7345,6402,50,465,2630,711,9076.0
Moradia T3 em Banda no Condomínio Fechado da Bela Vista -...,Moradia,111128,SINTRA,SINTRA,LISBOA,158.0,3600,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
Apartamento T4 no Edifício Comendador no centro de Leiria,Apartamento,100933,LEIRIA,LEIRIA,LEIRIA,278.8,3575,5435,1954,695,7950,19307,2145,1135,1010,9307,4407,34644,4981,3775,19336,6552,4285,4589,2806,5169,8091,9704,17969,16675,16989,85,895,6283,2628,9373.0
Apartamento T3 para Arrendamento - Cantareira - Porto,Apartamento,131216,ALDOAR,PORTO,PORTO,158.0,3500,2543,1820,439,4706,14071,1455,543,912,7589,3332,29085,3988,3229,14220,7648,3172,3898,2148,3426,5062,11379,12693,16392,11618,139,936,6816,1235,11352.0
Moradia em Cascais,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,130.0,3500,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
Arrenda-se Moradia Mobilada - Fraião - Braga,Moradia,30377,NOGUEIRA,BRAGA,BRAGA,190.0,3500,907,1568,229,2685,6313,371,195,176,4035,1189,15015,2571,1508,8690,2246,2016,1827,1158,1780,2996,5238,7973,7042,7519,22,432,2255,654,9164.0
T3 novo - próximo estação CP,Apartamento,30349,BRAGA,BRAGA,BRAGA,120.0,1000,564,441,394,1352,6791,761,377,384,3368,1633,13974,1928,1681,7934,2431,1521,1945,1365,2157,3331,3655,7085,6889,6472,80,533,2557,1100,9164.0
Apartamento T3 Dublex Moderno com Jardim Privado!,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,90.0,2400,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
"Arrenda-se T2 boas área, renovado com excelente localização.",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,93.0,1200,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
"Moradia T4 Bairro dos Músicos, Porto - Arrendamento",Moradia,131218,LORDELO DO OURO,PORTO,PORTO,194.8,2500,1638,1274,573,3343,14953,1945,926,1019,6306,4610,27911,3591,2865,14574,6881,3114,4389,2364,3517,4886,9641,12818,15093,11486,161,1171,6420,1327,11352.0
R VISCONDE JUROMENHA 5,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,55.0,850,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T1 Moderno com Varanda!,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,50.0,1350,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T3 num Condomínio Fechado com Piscina!,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,138.0,2500,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
Apartamento T4 a estrear em Campo de Ourique,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,130.0,3500,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
Excelente Moradia com Piscina | Albufeira | Algarve,Moradia,80106,ALBUFEIRA,ALBUFEIRA,FARO,219.0,3500,8601,2448,549,11121,32939,4286,2985,1301,6970,3471,28641,3855,3152,16691,4943,4540,4048,2833,5340,7907,3973,14154,14487,11001,162,2991,4821,6579,8151.0
T3 Duplex | Vista Rio | 150 m2,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,150.0,3500,1638,1274,573,3343,14953,1945,926,1019,6306,4610,27911,3591,2865,14574,6881,3114,4389,2364,3517,4886,9641,12818,15093,11486,161,1171,6420,1327,11352.0
Moradia / Ferreira do Zêzere.,Moradia,141106,FERREIRA DO ZEZERE,FERREIRA DO ZEZERE,SANTAREM,200.0,3500,1138,144,13,1289,1820,254,177,77,717,140,2314,319,219,1201,575,351,561,240,343,558,261,1083,1231,1052,1,30,571,62,6920.0
"Apartamento T2+2 duplex sem móveis, inserido em condomíni...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,108.0,3500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Aluga-se T2 no luxuoso condomínio privado Foz Tejo , no Alto de Algés",Apartamento,111012,ALGES,OEIRAS,LISBOA,115.0,2450,961,1235,1238,3259,25478,2609,796,1813,14027,5644,47936,6497,4851,24276,12312,5041,5501,3088,6464,10410,17432,22730,25206,21139,104,1487,11294,3603,12916.0
"Apartamento T2, mobilado e equipado, centro de Aveiro",Apartamento,10517,GLORIA,AVEIRO,AVEIRO,70.0,920,1539,1050,689,3114,13392,1613,936,677,5065,3829,21227,2547,2315,11865,4500,2124,2296,1361,2560,4487,8399,10878,10349,10185,68,625,4174,1990,10205.0
Apartamento T1 totalmente renovado e mobilado - Chile Lisboa,Apartamento,110656,ARROIOS,LISBOA,LISBOA,43.0,1100,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
"T2 Remodelado com Garagem e Terraço, Santo Antonio Olivais, Coimbra",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,86.0,980,3229,2138,1157,6437,25647,4596,1311,3285,11877,5507,41150,5064,4032,21949,10105,4097,4158,2226,4269,7474,18926,20508,20642,19336,84,1088,9184,2067,11220.0
"Apartamento T1, Alcochete",Apartamento,150201,ALCOCHETE,ALCOCHETE,SETUBAL,58.0,1500,1913,845,211,2948,6528,647,377,270,3566,1124,13228,2127,1533,7133,2435,1695,2052,1247,2001,3211,3022,6422,6806,5893,36,493,2436,813,10522.0
"Moradia T2 geminada, no centro de cascais",Moradia,110508,CASCAIS,CASCAIS,LISBOA,140.0,3000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Arrendamento de Apartamento T2 - Rua Lopes (4 meses),Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,100.0,1100,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T1 mobilado para arrendamento na Avenida da L...,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,90.0,3500,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Moradia T4 - Arrendamento anual - piscina - jardim - barbecue - Albufe,Moradia,80104,FERREIRAS,ALBUFEIRA,FARO,319.0,3500,2745,190,3,2926,4109,498,359,139,1936,566,7267,1192,741,4144,1190,1145,1319,766,1348,1743,946,3645,3622,3060,41,544,1134,773,8151.0
T2 para alugar em rua Senhora Gloria,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,120.0,3500,1815,121,3,1936,2014,279,114,165,967,99,2788,324,302,1430,732,488,827,320,371,469,313,1112,1676,995,22,95,650,96,5735.0
Apartamento T3 para arrendamento,Apartamento,111610,RAMADA,ODIVELAS,LISBOA,153.0,3500,3558,1484,464,5459,15335,1179,561,618,9408,2826,34531,5641,3713,18656,6521,4565,5874,3201,5236,8339,7316,17260,17271,16076,132,1052,6322,1962,9657.0
Apartamento T3 para arrendamento,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,155.0,3500,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
Aluga-se apartamento T1,Apartamento,170358,SANTA CRUZ/TRINDADE,CHAVES,VILA REAL,70.0,400,1614,171,13,1798,2180,138,99,39,1106,155,3381,463,314,1739,865,437,776,332,551,707,578,1411,1970,1314,12,85,796,45,7339.0
Moradia t2 aluguer,Moradia,61003,CARAPINHEIRA,MONTEMOR-O-VELHO,COIMBRA,120.0,400,1341,18,1,1360,1481,284,164,120,905,59,2613,252,242,1367,752,299,700,339,431,524,320,1171,1442,1096,9,66,745,22,8365.0
T1 em Zona Histórica perto do Palácio São Bento,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,59.0,1300,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
T1 remodelado com terraço para arrendamento na Rua Marques da Silva,Apartamento,110656,ARROIOS,LISBOA,LISBOA,53.0,1000,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
Apartamento para alugar em Refoios do Lima,Apartamento,160713,CALHEIROS,PONTE DE LIMA,VIANA DO CASTELO,50.0,400,444,9,0,453,468,30,9,21,285,13,930,130,107,497,196,120,247,151,153,187,72,431,499,409,2,20,204,29,7103.0
Apartamento T3 Quinta da Graciosa,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,126.0,3500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T3 renovado com parqueamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,140.0,3500,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
Apartamento T3 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,137.0,3500,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
MORADIA INDIVIDUAL C/ PISCINA EM V. N. FAMALICÃO,Moradia,31216,GAVIAO,VILA NOVA DE FAMALICAO,BRAGA,377.0,3500,1067,150,21,1238,1668,231,77,154,1061,180,3884,511,383,2058,932,497,922,491,533,800,641,1817,2067,1706,8,103,996,78,8506.0
T1 Estarreja Centro,Apartamento,10808,BEDUIDO,ESTARREJA,AVEIRO,50.0,650,3464,211,54,3719,4973,781,316,465,2763,733,9903,1306,1106,5214,2277,1212,2241,1270,1747,2100,1333,4693,5210,4375,47,271,2070,263,8342.0
